[2026-08-12 09:20:38.42] Compiling `test/security/EchidnaMarketAccounting.sol`... Done! (7.000445s)
Analyzing contract: /private/var/folders/gc/k2l60lnx7d59j65323br2fr40000gn/T/cpredict-echidna.ahrT8W/repo/test/security/EchidnaMarketAccounting.sol:EchidnaMarketAccounting
[2026-08-12 09:20:45.57] Running slither on `test/security/EchidnaMarketAccounting.sol`... WARNING: Running slither failed. Echidna will continue, however fuzzing will likely be less effective.

Done! (1.772127s)
Loaded 0 transaction sequences from reports/security/echidna-corpus/reproducers
Loaded 0 transaction sequences from reports/security/echidna-corpus/coverage
[2026-08-12 09:20:47.51] [Worker 0] New coverage: 19939 instr, 23 contracts, 1 seqs in corpus
[2026-08-12 09:20:47.52]  Saved reproducer to reports/security/echidna-corpus/coverage/2078927052962597724.txt
[2026-08-12 09:20:49.79] [Worker 0] New coverage: 19942 instr, 23 contracts, 2 seqs in corpus
[2026-08-12 09:20:49.79]  Saved reproducer to reports/security/echidna-corpus/coverage/141526056126398154.txt
[2026-08-12 09:20:50.40] [status] tests: 0/4, fuzzing: 2708/1000000, values: [], cov: 19942, corpus: 2, gas/s: 76623433
[2026-08-12 09:39:21.69] [status] tests: 0/4, fuzzing: 911029/1000000, values: [], cov: 24373, corpus: 9, gas/s: 26979202
[2026-08-12 09:39:24.69] [status] tests: 0/4, fuzzing: 913172/1000000, values: [], cov: 24373, corpus: 9, gas/s: 55455258
[2026-08-12 09:39:27.70] [status] tests: 0/4, fuzzing: 915949/1000000, values: [], cov: 24373, corpus: 9, gas/s: 71730729
[2026-08-12 09:39:30.70] [status] tests: 0/4, fuzzing: 918618/1000000, values: [], cov: 24373, corpus: 9, gas/s: 69456125
[2026-08-12 09:39:33.70] [status] tests: 0/4, fuzzing: 921113/1000000, values: [], cov: 24373, corpus: 9, gas/s: 64956315
[2026-08-12 09:39:36.70] [status] tests: 0/4, fuzzing: 923727/1000000, values: [], cov: 24373, corpus: 9, gas/s: 68327124
[2026-08-12 09:39:39.70] [status] tests: 0/4, fuzzing: 926393/1000000, values: [], cov: 24373, corpus: 9, gas/s: 70980628
[2026-08-12 09:39:42.70] [status] tests: 0/4, fuzzing: 928290/1000000, values: [], cov: 24373, corpus: 9, gas/s: 49018189
[2026-08-12 09:39:45.71] [status] tests: 0/4, fuzzing: 930741/1000000, values: [], cov: 24373, corpus: 9, gas/s: 64063723
[2026-08-12 09:39:48.71] [status] tests: 0/4, fuzzing: 933316/1000000, values: [], cov: 24373, corpus: 9, gas/s: 66154326
[2026-08-12 09:39:51.71] [status] tests: 0/4, fuzzing: 935418/1000000, values: [], cov: 24373, corpus: 9, gas/s: 55003067
[2026-08-12 09:39:54.71] [status] tests: 0/4, fuzzing: 936951/1000000, values: [], cov: 24373, corpus: 9, gas/s: 39924622
[2026-08-12 09:39:57.71] [status] tests: 0/4, fuzzing: 937983/1000000, values: [], cov: 24373, corpus: 9, gas/s: 27605413
[2026-08-12 09:40:00.72] [status] tests: 0/4, fuzzing: 939772/1000000, values: [], cov: 24373, corpus: 9, gas/s: 46029298
[2026-08-12 09:40:03.72] [status] tests: 0/4, fuzzing: 941191/1000000, values: [], cov: 24373, corpus: 9, gas/s: 37032785
[2026-08-12 09:40:06.72] [status] tests: 0/4, fuzzing: 942383/1000000, values: [], cov: 24373, corpus: 9, gas/s: 31221791
[2026-08-12 09:40:09.72] [status] tests: 0/4, fuzzing: 943004/1000000, values: [], cov: 24373, corpus: 9, gas/s: 16422336
[2026-08-12 09:40:12.73] [status] tests: 0/4, fuzzing: 945113/1000000, values: [], cov: 24373, corpus: 9, gas/s: 55263800
[2026-08-12 09:40:15.73] [status] tests: 0/4, fuzzing: 946747/1000000, values: [], cov: 24373, corpus: 9, gas/s: 42658131
[2026-08-12 09:40:18.73] [status] tests: 0/4, fuzzing: 948541/1000000, values: [], cov: 24373, corpus: 9, gas/s: 47356587
[2026-08-12 09:40:21.73] [status] tests: 0/4, fuzzing: 951250/1000000, values: [], cov: 24373, corpus: 9, gas/s: 70618641
[2026-08-12 09:40:24.74] [status] tests: 0/4, fuzzing: 953760/1000000, values: [], cov: 24373, corpus: 9, gas/s: 65253971
[2026-08-12 09:40:27.74] [status] tests: 0/4, fuzzing: 956340/1000000, values: [], cov: 24373, corpus: 9, gas/s: 67319918
[2026-08-12 09:40:30.74] [status] tests: 0/4, fuzzing: 958742/1000000, values: [], cov: 24373, corpus: 9, gas/s: 61660125
[2026-08-12 09:40:33.74] [status] tests: 0/4, fuzzing: 960571/1000000, values: [], cov: 24373, corpus: 9, gas/s: 48134449
[2026-08-12 09:40:36.75] [status] tests: 0/4, fuzzing: 962720/1000000, values: [], cov: 24373, corpus: 9, gas/s: 55250396
[2026-08-12 09:40:39.76] [status] tests: 0/4, fuzzing: 965300/1000000, values: [], cov: 24373, corpus: 9, gas/s: 67163123
[2026-08-12 09:40:42.76] [status] tests: 0/4, fuzzing: 967303/1000000, values: [], cov: 24373, corpus: 9, gas/s: 53290061
[2026-08-12 09:40:45.76] [status] tests: 0/4, fuzzing: 969523/1000000, values: [], cov: 24373, corpus: 9, gas/s: 58160238
[2026-08-12 09:40:48.76] [status] tests: 0/4, fuzzing: 971632/1000000, values: [], cov: 24373, corpus: 9, gas/s: 55560727
[2026-08-12 09:40:51.76] [status] tests: 0/4, fuzzing: 973695/1000000, values: [], cov: 24373, corpus: 9, gas/s: 53522525
[2026-08-12 09:40:54.77] [status] tests: 0/4, fuzzing: 976336/1000000, values: [], cov: 24373, corpus: 9, gas/s: 69760297
[2026-08-12 09:40:57.77] [status] tests: 0/4, fuzzing: 978950/1000000, values: [], cov: 24373, corpus: 9, gas/s: 67488537
[2026-08-12 09:41:00.77] [status] tests: 0/4, fuzzing: 981435/1000000, values: [], cov: 24373, corpus: 9, gas/s: 64528207
[2026-08-12 09:41:03.77] [status] tests: 0/4, fuzzing: 983856/1000000, values: [], cov: 24373, corpus: 9, gas/s: 63832925
[2026-08-12 09:41:06.77] [status] tests: 0/4, fuzzing: 986565/1000000, values: [], cov: 24373, corpus: 9, gas/s: 70814396
[2026-08-12 09:41:09.78] [status] tests: 0/4, fuzzing: 989152/1000000, values: [], cov: 24373, corpus: 9, gas/s: 67588003
[2026-08-12 09:41:12.78] [status] tests: 0/4, fuzzing: 991990/1000000, values: [], cov: 24373, corpus: 9, gas/s: 72956229
[2026-08-12 09:41:15.78] [status] tests: 0/4, fuzzing: 994453/1000000, values: [], cov: 24373, corpus: 9, gas/s: 62548437
[2026-08-12 09:41:18.78] [status] tests: 0/4, fuzzing: 997063/1000000, values: [], cov: 24373, corpus: 9, gas/s: 68662703
[2026-08-12 09:41:21.78] [status] tests: 0/4, fuzzing: 999537/1000000, values: [], cov: 24373, corpus: 9, gas/s: 64765555
[2026-08-12 09:41:22.27] [Worker 0] Test limit reached. Stopping.
[2026-08-12 09:41:22.27] [status] tests: 0/4, fuzzing: 1000053/1000000, values: [], cov: 24373, corpus: 9, gas/s: 0
echidna_vault_assets_cover_liabilities: passing
echidna_guard_is_conservative: passing
echidna_fee_and_bond_vaults_are_solvent: passing
echidna_supply_is_conserved: passing

Unique instructions: 24373
Unique codehashes: 23
Corpus size: 9
Seed: 9204395828142552121
Total calls: 1000053

[2026-08-12 09:41:22.28] Saving test reproducers... Done! (0.000196s)
[2026-08-12 09:41:22.28] Saving corpus... Done! (0.003504s)
[2026-08-12 09:41:22.29] Saving foundry reproducers... Done! (0.000069s)
[2026-08-12 09:41:22.29] Saving coverage... Done! (2.281282s)
